City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
295,Aasiaat,GL,2022-04-30 13:14:45,68.7098,-52.8699,16.25,71,3,9.64
296,Det Udom,TH,2022-04-30 13:14:46,14.906,105.0784,76.82,81,100,1.86
297,Priargunsk,RU,2022-04-30 13:14:46,50.3691,119.1012,39.61,27,4,5.64
298,Santa Fe,AR,2022-04-30 13:14:47,-31.6333,-60.7,53.02,75,100,4.0
299,Shakhtinsk,KZ,2022-04-30 13:14:47,49.71,72.5872,77.81,26,3,4.45
300,Beitbridge,ZW,2022-04-30 13:14:48,-22.2167,30.0,88.75,23,9,9.95
301,Sayyan,YE,2022-04-30 13:14:49,15.1718,44.3244,69.67,34,77,5.03
302,Filingue,NE,2022-04-30 13:14:49,14.3521,3.3168,106.29,5,19,3.62
303,Ilulissat,GL,2022-04-30 13:14:50,69.2167,-51.1,19.42,58,20,14.97
304,Moindou,NC,2022-04-30 13:14:50,-21.6924,165.677,72.93,79,97,3.42
305,Marshfield,US,2022-04-30 13:14:51,44.6689,-90.1718,46.35,71,100,17.27
306,Oistins,BB,2022-04-30 13:14:51,13.0667,-59.5333,84.29,74,75,18.41
307,Qeshm,IR,2022-04-30 13:14:52,26.9581,56.2719,87.67,59,0,25.1
308,Honiara,SB,2022-04-30 13:13:12,-9.4333,159.95,78.84,86,99,0.98
309,Trinidad,BO,2022-04-30 13:14:53,-14.8333,-64.9,73.38,78,89,8.05
310,Ostersund,SE,2022-04-30 13:14:54,63.1792,14.6357,44.62,70,75,13.8
311,Port Moresby,PG,2022-04-30 13:14:54,-9.4431,147.1797,77.65,89,100,5.75
312,Ponta Delgada,PT,2022-04-30 13:14:55,37.7333,-25.6667,66.92,88,40,9.22
313,Sao Felix Do Xingu,BR,2022-04-30 13:10:46,-6.6447,-51.995,81.57,69,100,1.16
314,Mglin,RU,2022-04-30 13:14:56,53.0591,32.8475,50.94,38,52,6.76
315,Kaeo,NZ,2022-04-30 13:14:56,-35.1,173.7833,56.32,96,18,6.69
316,Romny,UA,2022-04-30 13:14:57,50.751,33.4747,55.13,54,100,3.11
317,Puerto Baquerizo Moreno,EC,2022-04-30 13:14:57,-0.9,-89.6,71.26,91,41,10.18
318,Peniche,PT,2022-04-30 13:14:58,39.3558,-9.3811,80.08,80,12,11.41
319,Mikuni,JP,2022-04-30 13:14:58,36.2171,136.1519,53.26,72,100,5.23
320,San Cristobal,VE,2022-04-30 13:13:54,7.7669,-72.225,71.78,87,100,7.05
321,Svetlogorsk,BY,2022-04-30 13:15:59,52.6333,29.7333,54.03,37,63,6.64
322,Koboko,UG,2022-04-30 13:16:00,3.4136,30.9599,70.83,83,100,7.99
323,Wanning,CN,2022-04-30 13:16:00,18.8003,110.3967,76.3,92,99,6.24
324,Yar-Sale,RU,2022-04-30 13:16:01,66.8333,70.8333,24.93,78,81,14.58
325,Quchan,IR,2022-04-30 13:16:02,37.106,58.5095,75.74,32,100,9.95
326,Kyra,RU,2022-04-30 13:16:02,49.5776,111.9753,47.73,73,100,9.91
327,Sao Gabriel Da Cachoeira,BR,2022-04-30 13:16:03,-0.1303,-67.0892,75.0,94,100,2.3
328,Mareeba,AU,2022-04-30 13:16:04,-17.0,145.4333,70.52,92,16,2.64
329,Ban Tak,TH,2022-04-30 13:16:05,17.0432,99.0813,80.74,73,99,7.63
330,Ahuimanu,US,2022-04-30 13:16:05,21.4447,-157.8378,74.91,77,40,14.97
331,Say,NE,2022-04-30 13:16:06,13.1007,2.3689,104.56,7,65,4.27
332,Praia Da Vitoria,PT,2022-04-30 13:16:07,38.7333,-27.0667,67.75,82,40,5.53
333,Chuy,UY,2022-04-30 13:16:08,-33.6971,-53.4616,58.44,62,1,2.37
334,Viedma,AR,2022-04-30 13:16:09,-40.8135,-62.9967,47.28,42,100,13.65
335,Ushtobe,KZ,2022-04-30 13:16:09,45.2514,77.9838,77.07,21,100,7.58
336,Umm Kaddadah,SD,2022-04-30 13:16:10,13.6017,26.6876,105.04,6,100,16.35
337,Vanimo,PG,2022-04-30 13:16:11,-2.6741,141.3028,78.19,88,100,7.25
338,Algiers,DZ,2022-04-30 13:14:49,36.7525,3.042,64.22,68,40,11.5
339,San Jose,US,2022-04-30 13:16:12,37.3394,-121.895,52.05,76,20,1.01
340,Baruun-Urt,MN,2022-04-30 13:16:12,46.6806,113.2792,48.51,51,100,14.97
341,Aripuana,BR,2022-04-30 13:16:13,-9.1667,-60.6333,80.87,68,100,1.72
342,Sinazongwe,ZM,2022-04-30 13:16:14,-17.2614,27.4618,81.19,37,0,0.74
343,Paso De Carrasco,UY,2022-04-30 13:16:15,-34.8603,-56.0522,53.74,66,0,2.3
344,Leno,IT,2022-04-30 13:11:47,45.3725,10.2166,73.11,36,100,4.0
345,Naze,JP,2022-04-30 13:16:16,28.3667,129.4833,63.52,76,45,7.94
346,Alofi,NU,2022-04-30 13:16:17,-19.0595,-169.9187,76.89,94,100,4.61
347,Cayenne,GF,2022-04-30 13:16:17,4.9333,-52.3333,86.04,21,100,11.5
348,Cherskiy,RU,2022-04-30 13:16:18,68.75,161.3,-5.12,100,70,2.71
349,Visnes,NO,2022-04-30 13:16:19,59.3556,5.2242,48.58,57,0,16.11
350,Onega,RU,2022-04-30 13:16:19,63.9061,38.1404,35.29,58,40,6.49
351,Powell River,CA,2022-04-30 13:16:20,49.8496,-124.5361,48.47,100,100,2.3
352,Takoradi,GH,2022-04-30 13:16:20,4.8845,-1.7554,85.01,68,75,7.18
353,Durban,ZA,2022-04-30 13:16:21,-29.8579,31.0292,74.93,66,0,13.0
354,Ketchikan,US,2022-04-30 13:12:45,55.3422,-131.6461,39.67,93,0,10.36
355,Bitung,ID,2022-04-30 13:16:22,1.4451,125.1824,79.65,84,97,2.15
356,Olutanga,PH,2022-04-30 13:16:22,7.3106,122.8464,79.7,88,100,11.01
357,Zhumadian,CN,2022-04-30 13:16:23,32.9794,114.0294,53.33,51,100,8.55
358,Daru,PG,2022-04-30 13:16:24,-9.0763,143.2092,79.56,88,100,11.56
359,Leshukonskoye,RU,2022-04-30 13:16:24,64.8989,45.7622,34.09,69,100,9.01
360,Thayetmyo,MM,2022-04-30 13:16:25,19.3167,95.1833,90.84,44,52,4.92
361,Manggar,ID,2022-04-30 13:16:26,-2.8833,108.2667,81.66,78,8,2.42
362,Boa Vista,BR,2022-04-30 13:16:26,2.8197,-60.6733,75.18,88,75,4.61
363,Prescott,US,2022-04-30 13:13:43,34.54,-112.4685,49.28,36,0,5.75
364,Lumeje,AO,2022-04-30 13:16:27,-11.55,20.7833,81.3,37,60,5.99
365,Port Pirie,AU,2022-04-30 13:16:28,-33.1833,138.0167,51.89,61,0,4.05
366,Matam,SN,2022-04-30 13:17:29,15.6175,-13.3303,103.96,6,10,9.13
367,Kupang,ID,2022-04-30 13:17:29,-10.1667,123.5833,80.89,79,100,12.26
368,Sao Joao Da Barra,BR,2022-04-30 13:17:30,-21.6403,-41.0511,82.49,72,8,6.06
369,Itaituba,BR,2022-04-30 13:16:22,-4.2761,-55.9836,82.56,83,75,5.75
370,Abakaliki,NG,2022-04-30 13:17:31,6.3163,8.1169,92.98,47,100,9.75
371,Senanga,ZM,2022-04-30 13:17:31,-16.1167,23.2667,83.16,24,0,7.61
372,Maine-Soroa,NE,2022-04-30 13:17:32,13.2114,12.0241,105.21,15,86,6.42
373,Marivan,IR,2022-04-30 13:17:32,35.5219,46.176,66.81,44,55,12.57
374,Blois,FR,2022-04-30 13:17:33,47.5833,1.3333,64.53,55,66,7.72
375,Yokadouma,CM,2022-04-30 13:17:34,3.5167,15.05,90.0,43,79,3.24
376,Diu,IN,2022-04-30 13:17:34,20.7141,70.9822,89.35,56,0,18.9
377,Mehran,IR,2022-04-30 13:17:35,33.1222,46.1646,90.1,20,0,17.0
378,Pangody,RU,2022-04-30 13:17:35,65.85,74.4859,26.83,80,100,17.07
379,Kurilsk,RU,2022-04-30 13:17:36,45.2333,147.8833,31.78,87,95,14.99
380,Nador,MA,2022-04-30 13:17:36,35.174,-2.9287,69.87,68,20,5.75
381,Halifax,CA,2022-04-30 13:17:37,44.6453,-63.5724,41.22,94,100,9.22
382,Mokhsogollokh,RU,2022-04-30 13:17:37,61.4681,128.9203,24.03,94,90,1.88
383,San Matias,BO,2022-04-30 13:17:38,-16.3667,-58.4,79.02,64,1,5.44
384,Khudumelapye,BW,2022-04-30 13:17:38,-23.8833,24.75,79.57,25,100,8.84
385,Ambilobe,MG,2022-04-30 13:17:39,-13.2,49.05,82.22,81,51,1.01
386,Naryan-Mar,RU,2022-04-30 13:17:39,67.6713,53.087,28.18,83,100,17.02
387,Oshikango,NA,2022-04-30 13:17:40,-17.4,15.8833,86.36,23,10,5.23
388,Palu,ID,2022-04-30 13:17:40,-0.8917,119.8707,77.81,95,100,4.34
389,Guerrero Negro,MX,2022-04-30 13:17:41,27.9769,-114.0611,56.48,89,65,10.38
390,Uige,AO,2022-04-30 13:17:42,-7.6087,15.0613,77.18,79,82,1.7
391,Sao Domingos,BR,2022-04-30 13:17:42,-13.3983,-46.3183,80.71,42,12,10.07
392,Sicamous,CA,2022-04-30 13:17:43,50.8331,-118.9856,40.17,86,99,4.21
393,Khuzhir,RU,2022-04-30 13:17:43,53.1939,107.3397,39.31,93,100,4.68
394,Luwuk,ID,2022-04-30 13:17:44,-0.9516,122.7875,78.96,87,99,1.43
395,Mayuge,UG,2022-04-30 13:17:44,0.4597,33.4803,76.6,66,95,5.12
396,Khvoynaya,RU,2022-04-30 13:17:45,58.9,34.5333,43.47,32,100,9.17
397,Alice Springs,AU,2022-04-30 13:17:45,-23.7,133.8833,69.22,32,100,13.8
398,Xai-Xai,MZ,2022-04-30 13:17:46,-25.0519,33.6442,75.34,70,16,12.5
399,The Pas,CA,2022-04-30 13:17:46,53.8251,-101.2541,33.82,86,0,0.0
400,Manaus,BR,2022-04-30 13:17:47,-3.1019,-60.025,82.89,78,75,3.44
401,Goulburn,AU,2022-04-30 13:17:48,-34.75,149.7167,45.21,71,1,10.27
402,Vila Velha,BR,2022-04-30 13:17:48,-20.3297,-40.2925,85.95,68,40,2.3
403,Biu,NG,2022-04-30 13:17:49,10.6129,12.1946,98.82,23,63,2.59
404,Iroquois Falls,CA,2022-04-30 13:17:49,48.7669,-80.6831,39.78,81,7,3.6
405,Suez,EG,2022-04-30 13:17:50,29.9737,32.5263,95.18,14,0,19.75
406,Teknaf,BD,2022-04-30 13:17:50,20.8624,92.3058,81.0,84,31,6.71
407,Siderno,IT,2022-04-30 13:17:51,38.2779,16.302,68.72,49,93,4.27
408,Tiznit,MA,2022-04-30 13:17:51,29.5833,-9.5,80.87,18,0,8.39
409,Dom Pedrito,BR,2022-04-30 13:15:15,-30.9828,-54.6731,56.89,72,0,8.3
410,Roald,NO,2022-04-30 13:17:52,62.5833,6.1333,50.92,61,75,11.5
411,Krasnoselkup,RU,2022-04-30 13:17:53,65.7,82.4667,24.3,82,60,9.86
412,Obo,CF,2022-04-30 13:17:53,5.3998,26.4869,82.96,59,84,6.04
413,Mehamn,NO,2022-04-30 13:17:54,71.0357,27.8492,29.28,64,80,14.0
414,Waddan,LY,2022-04-30 13:18:54,29.1614,16.139,92.5,10,100,18.77
415,Manbij,SY,2022-04-30 13:18:55,36.5281,37.9549,75.63,43,96,15.7
416,Phalaborwa,ZA,2022-04-30 13:18:55,-23.943,31.1411,87.08,28,74,6.49
417,Bertoua,CM,2022-04-30 13:18:56,4.5833,13.6833,91.87,38,25,3.49
418,Acari,PE,2022-04-30 13:18:56,-15.4311,-74.6158,72.66,69,86,3.8
419,Rreshen,AL,2022-04-30 13:18:57,41.7675,19.8756,72.68,50,88,1.86
420,Albanel,CA,2022-04-30 13:18:58,48.8832,-72.4487,39.34,45,54,8.05
421,Najran,SA,2022-04-30 13:18:58,17.4924,44.1277,92.05,24,77,12.39
422,Mecca,SA,2022-04-30 13:18:59,21.4267,39.8261,99.34,27,5,19.6
423,Birzai,LT,2022-04-30 13:18:59,56.2,24.75,50.05,37,26,9.95
424,Dauphin,CA,2022-04-30 13:15:49,51.1494,-100.0502,35.74,80,20,4.61
425,Umea,SE,2022-04-30 13:19:01,63.8284,20.2597,42.73,70,0,9.22
426,Blakstad,NO,2022-04-30 13:19:01,59.8191,10.4645,58.12,36,100,2.8
427,Parana,AR,2022-04-30 13:19:02,-31.732,-60.5238,52.56,76,100,7.47
428,Lubango,AO,2022-04-30 13:19:02,-14.9172,13.4925,77.38,33,12,6.89
429,Troitskoye,RU,2022-04-30 13:19:03,52.9821,84.6757,68.58,33,11,5.28
430,Maues,BR,2022-04-30 13:19:03,-3.3836,-57.7186,73.9,97,100,2.06
431,Porto Novo,BJ,2022-04-30 13:19:04,6.4965,2.6036,87.62,57,68,9.55
432,Marfino,RU,2022-04-30 13:19:05,55.7028,37.3822,45.95,40,0,8.95
433,Mount Gambier,AU,2022-04-30 13:19:06,-37.8333,140.7667,53.51,94,40,12.66
434,Norman Wells,CA,2022-04-30 13:14:15,65.282,-126.8329,30.81,94,56,4.61
435,Herent,BE,2022-04-30 13:19:06,50.9082,4.6683,56.75,56,40,8.05
436,Hue,VN,2022-04-30 13:16:33,16.4667,107.6,78.91,94,40,5.75
437,Baracoa,CU,2022-04-30 13:19:09,20.3467,-74.4958,76.73,75,100,7.99
438,Gambela,ET,2022-04-30 13:19:09,8.25,34.5833,94.32,39,63,7.52
439,Mount Isa,AU,2022-04-30 13:19:10,-20.7333,139.5,76.77,53,3,10.36
440,Zhigansk,RU,2022-04-30 13:19:11,66.7697,123.3711,34.7,91,100,30.65
441,Luderitz,NA,2022-04-30 13:19:12,-26.6481,15.1594,70.66,45,0,25.26
442,Champasak,LA,2022-04-30 13:19:12,14.75,106.0,75.25,94,92,1.77
443,Touros,BR,2022-04-30 13:19:13,-5.1989,-35.4608,85.05,67,60,13.69
444,Tiksi,RU,2022-04-30 13:19:13,71.6872,128.8694,35.11,82,100,23.11
445,Shache,CN,2022-04-30 13:19:14,38.4167,77.2406,72.86,17,97,9.1
446,Atambua,ID,2022-04-30 13:19:15,-9.1061,124.8925,74.53,88,48,4.21
447,Sorland,NO,2022-04-30 13:19:15,67.667,12.6934,37.13,58,100,5.3
448,Husavik,IS,2022-04-30 13:19:16,66.0449,-17.3389,50.81,54,57,4.59
449,Puksoozero,RU,2022-04-30 13:19:17,62.5903,40.6066,35.64,57,100,8.12
450,Abnub,EG,2022-04-30 13:19:17,27.2696,31.1511,99.39,8,83,18.28
451,Shelburne,CA,2022-04-30 13:15:32,44.0787,-80.2041,45.39,43,100,5.32
452,Axim,GH,2022-04-30 13:19:18,4.8699,-2.2405,83.05,77,100,8.12
453,Faya,SA,2022-04-30 13:19:19,18.3851,42.4509,80.71,29,22,6.11
454,Tucuma,BR,2022-04-30 13:19:19,-0.1833,-50.05,76.59,92,100,5.32
455,Aktas,KZ,2022-04-30 13:19:20,49.7789,72.9608,74.95,26,9,4.92
456,Mirnyy,RU,2022-04-30 13:19:21,62.5353,113.9611,37.24,100,100,8.99
457,Geraldton,AU,2022-04-30 13:19:19,-28.7667,114.6,63.01,82,0,9.22
458,Hun,LY,2022-04-30 13:19:21,29.1268,15.9477,93.06,10,100,18.16
459,Conde,BR,2022-04-30 13:20:22,-7.2597,-34.9075,83.66,74,75,10.36
460,Makakilo City,US,2022-04-30 13:20:22,21.3469,-158.0858,73.72,75,20,10.36
461,Killam,CA,2022-04-30 13:20:23,52.7834,-111.8518,35.55,93,97,3.44
462,Saint-Pierre,RE,2022-04-30 13:20:24,-21.3393,55.4781,82.08,74,75,5.75
463,Arandis,NA,2022-04-30 13:20:24,-22.4167,14.9667,81.27,30,0,11.39
464,Nome,US,2022-04-30 13:20:25,64.5011,-165.4064,42.87,57,100,11.5
465,Te Anau,NZ,2022-04-30 13:20:25,-45.4167,167.7167,55.63,79,100,9.1
466,Ewa Beach,US,2022-04-30 13:20:26,21.3156,-158.0072,75.15,74,20,10.36
467,Poum,NC,2022-04-30 13:20:27,-20.2333,164.0167,76.48,75,2,9.55
468,Shingu,JP,2022-04-30 13:20:27,33.7333,135.9833,59.54,88,100,11.16
469,Ahipara,NZ,2022-04-30 13:20:28,-35.1667,173.1667,58.05,89,4,7.09
470,Lingao,CN,2022-04-30 13:20:29,19.9103,109.6859,75.99,89,100,14.14
471,Cabo San Lucas,MX,2022-04-30 13:19:10,22.8909,-109.9124,70.52,55,6,11.05
472,Pangnirtung,CA,2022-04-30 13:20:29,66.1451,-65.7125,19.62,69,100,3.69
473,Rudnogorsk,RU,2022-04-30 13:20:30,57.2639,103.7519,47.43,93,100,1.21
474,Zavodoukovsk,RU,2022-04-30 13:20:31,56.5042,66.5515,47.8,32,100,6.96
475,Topolobampo,MX,2022-04-30 13:20:31,25.6,-109.05,57.11,77,0,3.44
476,Del Rio,US,2022-04-30 13:20:32,29.3627,-100.8968,75.6,78,100,8.05
477,Udachnyy,RU,2022-04-30 13:20:32,66.4167,112.4,28.45,86,100,18.03
478,Bhit Shah,PK,2022-04-30 13:20:33,25.8044,68.4927,113.05,12,4,19.84
479,Luanda,AO,2022-04-30 13:20:33,-8.8368,13.2343,84.2,70,20,6.91
480,High Level,CA,2022-04-30 13:20:34,58.5169,-117.136,32.11,80,100,3.44
481,Iberia,US,2022-04-30 13:20:34,29.9502,-91.7507,74.97,83,0,5.75
482,Rocha,UY,2022-04-30 13:20:35,-34.4833,-54.3333,55.4,63,100,1.59
483,Tarko-Sale,RU,2022-04-30 13:20:36,64.9225,77.785,28.09,79,6,15.57
484,Isabela,PH,2022-04-30 13:20:36,6.7085,121.9711,80.55,83,100,2.51
485,Pisco,PE,2022-04-30 13:20:37,-13.7,-76.2167,64.45,82,56,0.0
486,Tawau,MY,2022-04-30 13:20:37,4.2498,117.8871,78.93,82,74,2.89
487,Miles City,US,2022-04-30 13:20:38,46.4083,-105.8406,43.77,100,100,9.22
488,Ajdabiya,LY,2022-04-30 13:20:39,30.7554,20.2263,83.88,24,34,9.73
489,Stuttgart,DE,2022-04-30 13:20:39,48.7823,9.177,57.96,78,75,10.36
490,Half Moon Bay,US,2022-04-30 13:16:38,37.4636,-122.4286,53.83,86,100,18.41
491,Telenesti,MD,2022-04-30 13:20:40,47.4997,28.3656,60.71,50,100,2.17
492,Inverell,AU,2022-04-30 13:20:40,-29.7833,151.1167,61.66,94,100,4.0
493,Chicomuselo,MX,2022-04-30 13:20:41,15.7667,-92.2667,76.93,70,73,0.25
494,Choma,ZM,2022-04-30 13:20:42,-16.8065,26.9531,74.98,30,0,6.85
495,Chake Chake,TZ,2022-04-30 13:20:42,-5.2459,39.7666,82.67,70,30,13.91
496,Strezhevoy,RU,2022-04-30 13:20:43,60.7333,77.5889,33.3,60,41,10.13
497,Lorengau,PG,2022-04-30 13:20:43,-2.0226,147.2712,80.51,78,93,4.63
498,Borogontsy,RU,2022-04-30 13:20:44,62.6683,131.1683,23.54,95,32,3.22
499,Olavarria,AR,2022-04-30 13:20:44,-36.8927,-60.3225,44.02,70,100,5.66
500,Launceston,AU,2022-04-30 13:20:45,-41.45,147.1667,57.79,86,100,12.66
501,Doha,QA,2022-04-30 13:15:58,25.2867,51.5333,98.91,46,0,10.36
502,Kota Belud,MY,2022-04-30 13:20:46,6.351,116.4305,78.3,86,100,5.32
503,Centralina,BR,2022-04-30 13:20:46,-18.5839,-49.1994,78.01,49,86,7.34
504,Norrtalje,SE,2022-04-30 13:20:47,59.758,18.705,51.98,29,100,2.93
505,Harnoli,PK,2022-04-30 13:20:47,32.2792,71.5539,106.93,8,0,9.28
506,Belaya Gora,RU,2022-04-30 13:21:48,68.5333,146.4167,10.78,96,100,4.14
507,Aklavik,CA,2022-04-30 13:21:48,68.2191,-135.0107,26.6,86,20,3.44
508,Bousse,BF,2022-04-30 13:21:49,12.6606,-1.8922,101.01,19,74,4.12
509,Wladyslawowo,PL,2022-04-30 13:21:49,54.7909,18.4009,62.94,55,86,11.52
510,Salym,RU,2022-04-30 13:21:50,60.0625,71.4789,40.05,48,100,4.5
511,Margate,GB,2022-04-30 13:21:51,51.3813,1.3862,55.87,69,14,1.01
512,Guilin,CN,2022-04-30 13:21:51,25.2819,110.2864,59.11,86,100,11.92
513,North Platte,US,2022-04-30 13:21:52,41.1239,-100.7654,46.29,81,100,32.99
514,Kangaatsiaq,GL,2022-04-30 13:21:52,68.3065,-53.4641,17.89,65,0,11.12
515,Bandundu,CD,2022-04-30 13:21:53,-3.3167,17.3667,86.25,57,97,1.48
516,Yerbogachen,RU,2022-04-30 13:21:54,61.2767,108.0108,39.09,93,100,6.71
517,Mana,GF,2022-04-30 13:21:54,5.6592,-53.7767,82.67,69,47,14.14
518,Copiapo,CL,2022-04-30 13:21:55,-27.3667,-70.3333,51.49,52,46,2.46
519,Maple Creek,CA,2022-04-30 13:21:55,49.9168,-109.4848,45.01,80,0,2.3
520,Irtyshskiy,RU,2022-04-30 13:21:56,58.3333,68.1333,45.39,34,85,4.74
521,Hendersonville,US,2022-04-30 13:21:57,36.3048,-86.62,71.51,69,66,3.0
522,Gold Coast,AU,2022-04-30 13:17:11,-28.0,153.4333,68.07,95,40,1.14
523,La Ronge,CA,2022-04-30 13:21:57,55.1001,-105.2842,35.85,75,40,6.91
524,Ekhabi,RU,2022-04-30 13:21:58,53.5102,142.9671,30.31,96,100,8.19
525,Pandan,PH,2022-04-30 13:21:58,14.0453,124.1694,79.88,85,34,6.87
526,Homer,US,2022-04-30 13:21:59,59.6425,-151.5483,40.89,77,100,14.97
527,Boende,CD,2022-04-30 13:22:00,-0.2167,20.8667,91.47,43,38,1.61
528,Begoro,GH,2022-04-30 13:22:00,6.3871,-0.3774,91.26,42,75,6.44
529,Kungurtug,RU,2022-04-30 13:22:01,50.5994,97.5228,47.3,54,100,3.02
530,Bud,US,2022-04-30 13:22:01,39.447,-86.1758,61.48,75,100,14.14
531,Orange Cove,US,2022-04-30 13:22:02,36.6244,-119.3137,53.56,55,45,3.4
532,Privolzhskiy,RU,2022-04-30 13:22:03,51.4,46.0333,59.31,17,100,8.25
533,Cognac,FR,2022-04-30 13:22:03,45.5,-0.25,71.65,40,0,9.22
534,Drayton Valley,CA,2022-04-30 13:22:04,53.2168,-114.9854,32.45,88,84,4.32
535,Batagay-Alyta,RU,2022-04-30 13:22:04,67.8006,130.4114,7.95,94,8,4.52
536,Rio Tuba,PH,2022-04-30 13:22:05,8.5061,117.4317,81.64,82,100,7.36
537,Evensk,RU,2022-04-30 13:22:05,61.95,159.2333,31.01,74,53,9.8
538,Itoman,JP,2022-04-30 13:22:06,26.1247,127.6694,73.42,68,75,8.05
539,Shahrud,IR,2022-04-30 13:22:07,36.4182,54.9763,62.85,62,100,1.7
540,Erzin,TR,2022-04-30 13:22:07,36.9559,36.2,82.89,39,100,6.04
541,Yarkovo,RU,2022-04-30 13:22:08,57.4028,67.0786,47.28,32,82,4.38
542,Anaconda,US,2022-04-30 13:22:08,46.1285,-112.9423,25.79,83,15,3.31
543,Namwala,ZM,2022-04-30 13:22:09,-15.7504,26.4384,81.16,29,0,4.97
544,Kudahuvadhoo,MV,2022-04-30 13:22:10,2.6708,72.8944,85.98,68,100,16.22
545,Chapleau,CA,2022-04-30 13:22:10,47.8405,-83.4034,44.69,33,0,6.91
546,Kedougou,SN,2022-04-30 13:22:11,12.5579,-12.1743,104.94,18,94,2.84
547,Goderich,CA,2022-04-30 13:22:11,43.7501,-81.7165,50.32,37,100,13.8
548,Elizabeth City,US,2022-04-30 13:22:12,36.2946,-76.2511,61.05,90,47,1.9
549,Sovetskiy,RU,2022-04-30 13:22:13,61.3614,63.5842,43.25,41,48,8.19
550,Bodden Town,KY,2022-04-30 13:22:13,19.2833,-81.25,82.99,73,20,8.99
551,Vega De Alatorre,MX,2022-04-30 13:22:14,20.0333,-96.6333,77.97,82,6,1.77
552,Tambilil,PH,2022-04-30 13:23:14,5.9622,124.6697,79.23,85,100,1.23
553,Abu Kamal,SY,2022-04-30 13:23:15,34.4506,40.9171,95.81,14,56,18.43
554,Saint-Augustin,CA,2022-04-30 13:23:16,51.226,-58.6502,35.91,88,100,16.2
555,Tsogni,GA,2022-04-30 13:23:16,-2.7942,10.0988,80.02,73,100,7.05
556,Pombas,CV,2022-04-30 13:23:17,17.1503,-25.0201,76.78,74,100,14.92
557,Kapoeta,SS,2022-04-30 13:23:18,4.7717,33.5903,86.52,48,99,3.18
558,Banamba,ML,2022-04-30 13:23:18,13.55,-7.45,101.89,20,50,7.9
559,Camacha,PT,2022-04-30 13:23:19,33.0833,-16.3333,67.42,68,20,12.66
560,Pascagoula,US,2022-04-30 13:21:06,30.3658,-88.5561,73.45,95,40,0.0
561,Valdivia,CL,2022-04-30 13:23:20,-39.8142,-73.2459,30.29,83,7,2.24
562,Owensboro,US,2022-04-30 13:23:20,37.7742,-87.1133,71.19,73,0,17.27
563,Port Shepstone,ZA,2022-04-30 13:23:21,-30.7414,30.455,69.89,65,8,19.77
564,Hambantota,LK,2022-04-30 13:23:22,6.1241,81.1185,84.56,76,70,16.91
565,Namalenga,TZ,2022-04-30 13:23:22,-10.95,39.1,81.9,60,45,4.76
566,Prince Rupert,CA,2022-04-30 13:19:21,54.3161,-130.3201,46.09,87,100,18.41
567,Puerto Carreno,CO,2022-04-30 13:23:23,6.189,-67.4859,71.58,94,100,10.36
568,Bloemfontein,ZA,2022-04-30 13:23:24,-29.1211,26.214,67.48,30,0,8.05
569,Teya,RU,2022-04-30 13:23:24,60.3778,92.6267,36.93,100,100,0.51
570,Aksarka,RU,2022-04-30 13:23:25,66.5606,67.7975,25.99,81,93,8.05
571,La Tuque,CA,2022-04-30 13:19:06,47.4334,-72.7824,41.25,45,55,10.36
572,Sao Paulo De Olivenca,BR,2022-04-30 13:23:25,-3.3783,-68.8725,76.26,90,97,1.1
573,Wajima,JP,2022-04-30 13:23:26,37.4,136.9,49.78,69,100,6.06
574,Long Beach,US,2022-04-30 13:23:13,33.767,-118.1892,59.09,92,0,0.0
575,Thunder Bay,CA,2022-04-30 13:20:33,48.4001,-89.3168,41.29,65,75,16.11
576,Clyde River,CA,2022-04-30 13:23:27,70.4692,-68.5914,8.83,72,0,5.75
577,Koungheul,SN,2022-04-30 13:23:27,13.9833,-14.8,103.78,7,75,9.24
578,Sim,RU,2022-04-30 13:23:28,54.993,57.6982,49.66,41,100,6.2
579,Newton,US,2022-04-30 13:19:33,42.337,-71.2092,50.07,47,40,9.22
580,Nikki,BJ,2022-04-30 13:23:29,9.9401,3.2108,98.8,27,100,3.53
581,Arman,RU,2022-04-30 13:23:29,59.7,150.1667,30.02,78,11,7.05
582,San Policarpo,PH,2022-04-30 13:23:30,12.1791,125.5072,81.43,82,94,7.65
583,Price,US,2022-04-30 13:22:17,39.5994,-110.8107,36.12,40,0,10.36
